Company,TypeName,Ram,Weight,TouchScreen,Ips,Ppi,Cpu_brand,HDD,SSD,Gpu_brand,Os,Price
Lenovo,Notebook,8,1.32,0,1,157.3505121487356,Intel Core i5,0,256,Intel,Windows,11.38409159312676
Acer,Notebook,4,2.1,0,0,100.45466986113652,Intel Core i3,0,128,Intel,Windows,10.082583913974387
Lenovo,Notebook,8,2.2,0,0,141.21199808219862,Intel Core i3,1000,0,Nvidia,Others,10.188167121983652
Dell,Ultrabook,8,1.23,0,0,165.6321180513006,Intel Core i7,0,256,Intel,Windows,11.204674904025437
Dell,Notebook,8,1.98,0,0,141.21199808219862,Intel Core i7,1000,0,Nvidia,Windows,10.843535435202426
Dell,Gaming,16,2.6,0,0,141.21199808219862,Intel Core i7,1000,128,Nvidia,Windows,11.18267988243989
Dell,Gaming,16,2.72,1,1,282.42399616439724,Intel Core i7,1000,128,Nvidia,Windows,10.977716980635757
Lenovo,Notebook,8,2.29,0,0,100.45466986113652,Intel Core i3,1000,0,Intel,Windows,10.104611236292678
Dell,Ultrabook,8,1.7,0,0,157.3505121487356,Intel Core i5,0,256,Intel,Windows,10.754345923917311
Dell,Notebook,8,2.14,0,0,141.21199808219862,Intel Core i7,0,256,AMD,Others,10.57552675900535
Lenovo,Notebook,4,1.9,0,0,100.45466986113652,Intel Core i3,1000,0,AMD,Others,9.883643964401063
Lenovo,Notebook,4,2.8,0,0,106.11306214269258,Intel Core i3,1000,0,Intel,Windows,10.167923515707006
Acer,Notebook,4,1.68,0,0,111.93520355955212,Other Intel Processor,0,0,Intel,Others,9.83063294843456
Toshiba,Notebook,8,1.5,0,1,165.6321180513006,Intel Core i5,0,256,Intel,Windows,10.85594510841814
Dell,Notebook,8,2.33,0,0,141.21199808219862,Intel Core i7,0,256,AMD,Windows,10.776844060703754
Toshiba,Notebook,4,1.2,0,0,165.6321180513006,Intel Core i5,0,128,Intel,Windows,11.061462490597744
Lenovo,Notebook,4,1.85,0,0,141.21199808219862,Intel Core i7,1000,0,Intel,Windows,10.633572072102885
Toshiba,Notebook,16,2.4,0,1,141.21199808219862,Intel Core i7,0,256,Nvidia,Windows,11.563884703567355
Dell,Ultrabook,8,1.5,1,0,209.8006828649808,Intel Core i7,0,256,Intel,Windows,11.55778003196968
Toshiba,Notebook,4,2.1,0,0,100.45466986113652,Intel Core i5,500,0,Intel,Windows,10.634854945915771
Lenovo,2 in 1 Convertible,8,1.37,1,1,165.6321180513006,Intel Core i7,0,256,Intel,Windows,11.551145677789926
Lenovo,Notebook,4,2.15,0,0,141.21199808219862,Intel Core i5,1000,0,Intel,Others,10.11188320625578
Acer,Notebook,4,2.4,0,0,100.45466986113652,Other Intel Processor,500,0,Intel,Windows,9.915732278952564
HP,Notebook,6,2.65,0,1,127.33567457123112,AMD Processor,2000,0,AMD,Windows,10.319441460358464
MSI,Gaming,16,1.8,0,0,141.21199808219862,Intel Core i7,1000,256,Nvidia,Windows,11.6226216177553
Toshiba,Notebook,8,1.47,0,1,157.3505121487356,Intel Core i5,0,256,Intel,Windows,11.28209242517164
Dell,Notebook,8,4.42,0,1,127.33567457123112,Intel Core i7,1000,0,Nvidia,Windows,11.599202972743706
MSI,Gaming,8,2.7,0,0,127.33567457123112,Intel Core i7,0,256,Nvidia,Windows,11.18267988243989
MSI,Gaming,16,2.4,0,0,141.21199808219862,Intel Core i7,1000,256,Nvidia,Windows,11.14105450129298
Lenovo,Gaming,8,2.5,0,1,141.21199808219862,Intel Core i7,1000,128,Nvidia,Windows,10.93019989111312
Dell,Notebook,4,2.2,0,0,100.45466986113652,Other Intel Processor,500,0,Intel,Windows,10.0713630658882
Dell,Notebook,8,2.32,0,0,100.45466986113652,Intel Core i5,1000,0,AMD,Others,10.354869672690878
Lenovo,Ultrabook,8,1.75,0,1,157.3505121487356,Intel Core i7,0,256,AMD,Windows,11.078373090310093
HP,Notebook,4,1.91,0,0,141.21199808219862,AMD Processor,0,256,AMD,Windows,10.167903065600154
HP,Notebook,4,2.1,0,0,141.21199808219862,Intel Core i3,1000,0,AMD,Windows,10.126163794678414
Acer,Notebook,8,2.1,0,0,111.93520355955212,Intel Core i3,1000,0,Intel,Windows,9.93914036985058
HP,Notebook,4,1.86,0,0,100.45466986113652,Intel Core i5,500,0,Intel,Windows,10.159709917169616
Dell,2 in 1 Convertible,16,2.77,1,0,127.33567457123112,Intel Core i7,0,512,Nvidia,Windows,11.470547260182666
Asus,Netbook,4,1.2,0,0,135.0942111925629,Other Intel Processor,0,0,Intel,Windows,9.80450664384234
Lenovo,Ultrabook,8,1.13,0,1,157.3505121487356,Intel Core i7,0,0,Intel,Windows,11.600668174471034
Dell,Notebook,4,2.18,0,0,141.21199808219862,Intel Core i5,0,128,AMD,Others,10.319441460358464
Dell,Ultrabook,8,1.21,0,1,165.6321180513006,Intel Core i5,0,256,Intel,Windows,11.37128263483418
HP,Ultrabook,8,1.43,0,0,157.3505121487356,Intel Core i7,0,256,Intel,Windows,11.288781413322436
HP,Notebook,4,2.1,0,0,100.45466986113652,Intel Core i3,500,0,Intel,Windows,10.480567504600335
Dell,Notebook,4,2.18,0,0,100.45466986113652,Intel Core i3,1000,0,AMD,Others,10.11759843181949
HP,Gaming,8,2.75,0,1,127.33567457123112,Intel Core i5,1000,128,Nvidia,Windows,11.219074000897615
Dell,Ultrabook,8,1.21,0,1,165.6321180513006,Intel Core i7,0,256,Intel,Windows,11.383485348791732
MSI,Gaming,8,2.2,0,1,141.21199808219862,Intel Core i7,1000,0,Nvidia,Windows,10.70777173269934
Acer,2 in 1 Convertible,8,1.2,1,1,157.3505121487356,Intel Core i7,0,256,Intel,Windows,11.02220830408089
Lenovo,Ultrabook,4,1.7,0,0,157.3505121487356,Intel Core i5,0,180,Intel,Windows,10.974983493740094
Lenovo,Notebook,8,1.4,0,1,165.6321180513006,Intel Core i3,0,256,Intel,Windows,10.83096982484206
Lenovo,Notebook,4,2.2,0,0,100.45466986113652,AMD Processor,500,0,AMD,Windows,9.67600459962282
Acer,Gaming,8,2.7,0,1,141.21199808219862,Intel Core i7,1000,128,Nvidia,Windows,11.114428026177658
Asus,Gaming,16,2.5,0,0,141.21199808219862,Intel Core i7,1000,256,Nvidia,Windows,11.470547260182666
HP,Notebook,4,1.86,0,0,141.21199808219862,Intel Core i3,500,0,Intel,Others,9.81907645733616
Lenovo,Notebook,8,2.1,0,1,141.21199808219862,Intel Core i7,0,256,AMD,Windows,11.08997268702302
Asus,Ultrabook,8,1.45,0,1,165.6321180513006,Intel Core i5,0,512,Nvidia,Windows,10.908984051962848
Asus,Notebook,4,2.0,0,0,100.45466986113652,Other Intel Processor,500,0,Intel,Others,9.387207078087174
Asus,Notebook,8,2.3,0,0,100.45466986113652,Intel Core i5,1000,0,Nvidia,Others,10.235123369655367
Dell,Gaming,8,2.56,0,0,141.21199808219862,Intel Core i7,1000,128,Nvidia,Windows,10.942047370678033
Dell,Notebook,4,1.65,0,0,117.82653006268644,Intel Core i3,0,128,Intel,Windows,10.510802297245792
Toshiba,Ultrabook,16,1.24,1,0,157.3505121487356,Intel Core i7,0,512,Intel,Windows,11.50657735831005
Lenovo,Notebook,4,2.2,0,0,141.21199808219862,Intel Core i5,1000,0,Intel,Others,10.121890283901031
Dell,Notebook,8,1.6,0,0,157.3505121487356,Intel Core i5,0,256,Intel,Windows,11.06979587215689
Dell,Notebook,8,2.02,0,0,141.21199808219862,Intel Core i7,2000,256,AMD,Windows,11.016447617817454
Acer,Notebook,4,1.45,0,0,111.93520355955212,Other Intel Processor,0,0,Intel,Others,9.902487052202543
Asus,Notebook,4,2.0,0,0,100.45466986113652,AMD Processor,500,0,AMD,Windows,9.83063294843456
Apple,Ultrabook,8,0.92,0,1,226.4155471693585,Other Intel Processor,0,0,Intel,Mac,11.034319178750795
HP,2 in 1 Convertible,4,1.63,1,1,157.3505121487356,Intel Core i3,0,128,Nvidia,Windows,10.525211768465944
Lenovo,Notebook,4,2.1,0,0,100.45466986113652,Other Intel Processor,500,0,Intel,Windows,9.73761240901231
Vero,Notebook,4,1.35,0,0,165.6321180513006,Other Intel Processor,0,0,Intel,Windows,9.253675685462651
Asus,Gaming,16,2.34,0,1,141.21199808219862,Intel Core i7,1000,256,Nvidia,Windows,11.727036344253593
Toshiba,Notebook,4,2.1,0,0,100.45466986113652,Intel Core i3,500,0,Intel,Windows,10.078119620845705
HP,Notebook,8,1.34,0,1,165.6321180513006,Intel Core i5,0,256,Intel,Windows,11.056428922922915
HP,Notebook,16,2.9,0,1,127.33567457123112,Intel Core i7,1000,0,Nvidia,Windows,10.94064137183354
HP,Notebook,6,2.1,0,0,141.21199808219862,AMD Processor,1000,0,AMD,Windows,10.246549458090431
HP,Notebook,8,1.48,0,0,157.3505121487356,Intel Core i5,0,256,Intel,Windows,11.120757161229305
Lenovo,Notebook,4,1.7,0,0,111.93520355955212,Intel Core i5,0,0,Intel,Windows,10.885314307876945
Apple,Ultrabook,8,1.37,0,1,226.98300468106115,Intel Core i5,0,256,Intel,Mac,11.301072237406668
HP,2 in 1 Convertible,8,1.48,1,0,220.84282406840083,Intel Core i7,0,256,Intel,Windows,11.470547260182666
Acer,Notebook,8,2.2,0,0,100.45466986113652,AMD Processor,0,256,AMD,Windows,10.46628456073464
Samsung,Ultrabook,8,1.31,1,0,165.6321180513006,Intel Core i7,0,256,Intel,Windows,11.352694739066088
Lenovo,Notebook,6,2.4,0,0,141.21199808219862,Intel Core i5,1000,0,Intel,Windows,10.310615277730191
Asus,Gaming,8,3.52,0,0,127.33567457123112,Intel Core i7,1000,128,Nvidia,Windows,11.155242401621267
Acer,Netbook,4,1.25,0,1,135.0942111925629,Other Intel Processor,0,0,Intel,Others,9.669293165034832
HP,Notebook,8,1.64,0,0,157.3505121487356,Intel Core i7,0,256,Nvidia,Windows,11.053421883178572
Toshiba,Ultrabook,8,1.2,0,0,165.6321180513006,Intel Core i7,0,256,Intel,Windows,11.193004457928666
HP,2 in 1 Convertible,8,1.29,1,1,331.2642361026012,Intel Core i5,0,256,Intel,Windows,11.288114524334732
Acer,Notebook,8,1.56,0,1,157.3505121487356,Intel Core i5,0,256,Intel,Windows,10.780175546294757
HP,Gaming,12,2.62,0,1,141.21199808219862,Intel Core i7,1000,128,Nvidia,Windows,11.105659536357711
HP,Workstation,8,2.59,0,0,141.21199808219862,Intel Core i7,0,256,Nvidia,Windows,11.328642946747566
HP,Ultrabook,8,1.32,0,1,165.6321180513006,Intel Core i7,0,256,Intel,Windows,11.219074000897615
Dell,Ultrabook,16,1.18,0,0,176.23257360658386,Intel Core i7,0,256,Intel,Windows,11.503355013953575
HP,Notebook,4,1.86,0,0,100.45466986113652,AMD Processor,500,0,AMD,Others,9.528520611153752
Lenovo,Notebook,4,2.2,0,0,100.45466986113652,Other Intel Processor,1000,0,Intel,Others,9.750081515393676
Acer,Notebook,4,2.4,0,0,100.45466986113652,Intel Core i5,500,0,Intel,Windows,10.301710499387234
HP,Notebook,4,2.31,0,0,100.45466986113652,Intel Core i3,500,0,Intel,Windows,10.533971572370383
MSI,Gaming,16,1.91,0,0,141.21199808219862,Intel Core i7,1000,128,Nvidia,Windows,11.650350362059475
Dell,Gaming,16,2.59,0,0,141.21199808219862,Intel Core i7,1000,0,Nvidia,Windows,10.754357300416876
Dell,Notebook,4,1.6,0,0,111.93520355955212,Intel Core i5,500,0,Intel,Windows,10.749784912589748
Dell,Notebook,4,2.2,0,0,100.45466986113652,Other Intel Processor,500,0,Intel,Others,9.591968421403331
Lenovo,Notebook,8,1.4,0,1,165.6321180513006,Intel Core i7,0,256,Intel,Windows,10.89326663606744
HP,Notebook,4,2.04,0,0,141.21199808219862,Intel Core i5,0,256,Intel,Windows,10.70777173269934
HP,Notebook,8,1.63,0,0,157.3505121487356,Intel Core i7,0,256,Nvidia,Windows,10.913845510249091
Lenovo,Gaming,16,3.2,0,1,141.21199808219862,Intel Core i7,1000,512,Nvidia,Windows,11.442360501250736
Asus,Gaming,16,4.0,0,1,127.33567457123112,Intel Core i7,1000,128,Nvidia,Windows,11.525170191386666
HP,Notebook,4,2.04,0,0,100.45466986113652,Intel Core i5,500,0,Intel,Windows,10.584910269399517
Dell,Gaming,8,2.65,0,0,141.21199808219862,Intel Core i5,0,256,Nvidia,Windows,11.061462490597744
Dell,Notebook,4,2.18,0,0,100.45466986113652,Intel Core i3,1000,0,AMD,Windows,10.395555954379276
Lenovo,Notebook,4,1.9,0,0,141.21199808219862,Intel Core i5,1000,0,Intel,Windows,10.283659467741664
HP,Ultrabook,8,1.54,0,0,157.3505121487356,Intel Core i7,0,256,Intel,Windows,11.518415853167008
Acer,Notebook,8,3.0,0,1,141.21199808219862,Intel Core i7,0,256,Nvidia,Windows,10.833075088777523
Lenovo,2 in 1 Convertible,16,1.38,1,0,157.3505121487356,Intel Core i7,0,512,Intel,Windows,11.442360501250736
Dell,Gaming,16,2.65,0,1,141.21199808219862,Intel Core i7,1000,128,Nvidia,Windows,11.18267988243989
Lenovo,Notebook,16,2.5,0,0,141.21199808219862,Intel Core i7,0,512,Nvidia,Windows,11.7789960831843
MSI,Gaming,16,2.43,0,1,254.67134914246225,Intel Core i7,2000,512,Nvidia,Windows,11.857498515504204
MSI,Gaming,16,2.8,0,0,127.33567457123112,Intel Core i7,1000,256,Nvidia,Windows,11.51989313428582
Asus,Gaming,8,2.2,0,0,141.21199808219862,Intel Core i7,1000,0,Nvidia,Windows,10.83096982484206
MSI,Gaming,8,2.9,0,0,127.33567457123112,Intel Core i7,1000,128,Nvidia,Windows,11.296213725139731
Dell,Gaming,8,2.62,0,0,141.21199808219862,Intel Core i5,0,256,Nvidia,Windows,10.868202667404224
Mediacom,Notebook,4,1.45,0,1,157.3505121487356,Other Intel Processor,0,32,Intel,Windows,9.93914036985058
Acer,Notebook,4,2.4,0,0,100.45466986113652,Intel Core i5,500,0,Intel,Others,10.066418317218153
Lenovo,Notebook,4,2.1,0,0,141.21199808219862,Intel Core i5,2000,0,Intel,Windows,10.407616483423654
Acer,Ultrabook,8,1.12,0,1,165.6321180513006,Intel Core i5,0,256,Intel,Windows,10.872255357854844
Asus,Gaming,16,3.2,0,0,127.33567457123112,AMD Processor,1000,256,AMD,Windows,11.320925866649002
Acer,Notebook,4,2.1,0,0,100.45466986113652,Intel Core i3,1000,0,Intel,Others,9.941707765355826
Dell,Notebook,16,2.06,0,0,141.21199808219862,Intel Core i7,0,512,Nvidia,Windows,11.52464373704442
Lenovo,Netbook,16,1.3,1,1,176.23257360658386,Intel Core i7,0,512,Intel,Windows,11.38409159312676
Dell,Notebook,4,2.18,0,0,100.45466986113652,Intel Core i3,1000,0,AMD,Windows,10.401887658299067
Dell,Notebook,8,2.16,0,1,141.21199808219862,Intel Core i7,1000,256,Nvidia,Windows,11.005825930702713
Lenovo,Notebook,2,1.42,0,0,111.93520355955212,Other Intel Processor,0,0,Intel,Windows,9.49301392269684
HP,Workstation,8,2.59,0,1,141.21199808219862,Intel Core i7,0,256,Nvidia,Windows,11.684869359618002
Asus,Notebook,8,2.37,0,0,141.21199808219862,Intel Core i5,0,256,Intel,Windows,10.977716980635757
Lenovo,Netbook,4,1.4,1,0,135.0942111925629,Other Intel Processor,0,128,Intel,Windows,10.138875830266777
Dell,Notebook,8,2.18,0,0,141.21199808219862,Intel Core i5,1000,0,Intel,Windows,10.704189639316835
Lenovo,Notebook,4,2.2,0,0,141.21199808219862,Intel Core i3,1000,0,Nvidia,Windows,10.336863503805128
Dell,Notebook,4,2.18,0,0,100.45466986113652,Intel Core i3,1000,0,Intel,Windows,10.30099467974321
HP,Notebook,4,2.31,0,0,141.21199808219862,Intel Core i5,500,0,Intel,Windows,10.821440901496183
Acer,Notebook,12,2.4,0,0,141.21199808219862,Intel Core i5,1000,128,Nvidia,Windows,10.892276046585742
HP,Notebook,8,1.63,0,0,157.3505121487356,Intel Core i5,1000,0,Intel,Windows,10.675061366393813
Asus,Gaming,8,2.24,0,0,141.21199808219862,Intel Core i7,1000,128,Nvidia,Windows,11.175239371923306
Acer,Notebook,8,1.5,0,1,157.3505121487356,Intel Core i3,0,128,Intel,Windows,10.403666298916727
HP,Notebook,8,1.63,0,0,157.3505121487356,Intel Core i7,0,512,Intel,Windows,10.963974208231726
Dell,Ultrabook,8,1.42,1,0,165.6321180513006,Intel Core i5,0,256,Intel,Windows,11.494086806506765
Dell,Notebook,8,2.0,0,0,141.21199808219862,Intel Core i7,1000,128,Nvidia,Windows,11.071454247329664
Lenovo,Ultrabook,8,1.3,1,1,176.23257360658386,Intel Core i7,0,256,Intel,Windows,11.421848531521595
Asus,Notebook,4,2.0,0,0,100.45466986113652,Intel Core i5,0,256,Intel,Windows,10.349204995339194
MSI,Gaming,16,4.14,0,0,127.33567457123112,Intel Core i7,1000,128,Nvidia,Windows,11.671319016786894
MSI,Gaming,8,2.2,0,0,141.21199808219862,Intel Core i5,1000,128,Nvidia,Windows,10.968576149165091
Razer,Gaming,32,3.49,1,0,254.67134914246225,Intel Core i7,0,512,Nvidia,Windows,12.587882562739948
Asus,Notebook,8,1.7,0,0,141.21199808219862,Intel Core i7,0,256,Nvidia,Windows,10.994857679947176
Dell,Notebook,8,2.2,0,0,141.21199808219862,Intel Core i7,0,256,AMD,Windows,10.79884714858782
Acer,Netbook,2,1.3,0,0,135.0942111925629,Other Intel Processor,0,32,Intel,Others,9.134616325446665
Acer,Notebook,4,2.1,0,0,100.45466986113652,Intel Core i3,0,128,Intel,Others,9.99658437558166
HP,Notebook,6,1.58,0,1,157.3505121487356,Intel Core i5,0,256,Nvidia,Windows,10.46628456073464
Asus,Notebook,8,1.99,0,0,141.21199808219862,Intel Core i5,1000,0,Nvidia,Windows,10.785284424941176
HP,Ultrabook,8,1.36,0,1,157.3505121487356,Intel Core i7,0,256,Intel,Windows,11.442932093149691
HP,Notebook,8,2.5,0,0,127.33567457123112,Intel Core i7,1000,0,Nvidia,Windows,10.901156223342602
Toshiba,Notebook,8,2.0,0,1,141.21199808219862,Intel Core i5,500,0,Intel,Windows,10.945351696133724
Dell,Notebook,4,1.76,0,0,111.93520355955212,Intel Core i5,500,0,Intel,Windows,10.602278775481158
Lenovo,Ultrabook,8,1.13,0,1,157.3505121487356,Intel Core i7,0,512,Intel,Windows,11.799206957067089
Asus,2 in 1 Convertible,8,1.2,0,0,176.23257360658386,Other Intel Processor,0,0,Intel,Others,11.030873869571886
Lenovo,Notebook,4,2.2,0,0,100.45466986113652,Intel Core i3,0,128,Intel,Others,9.88635767027266
Dell,Ultrabook,8,1.9,0,0,141.21199808219862,Intel Core i5,1000,0,AMD,Windows,10.472336016417996
HP,Notebook,4,1.96,0,0,100.45466986113652,Other Intel Processor,1000,0,Intel,Windows,10.190169124654323
Asus,Notebook,4,2.0,0,0,100.45466986113652,Other Intel Processor,1000,0,Intel,Others,9.964497380151284
Dell,Gaming,8,2.62,0,0,141.21199808219862,Intel Core i7,1000,0,Nvidia,Windows,10.977716980635757
HP,Notebook,8,2.5,0,1,127.33567457123112,Intel Core i5,1000,0,Nvidia,Windows,10.793391597686284
Dell,Notebook,8,2.2,0,0,141.21199808219862,Intel Core i5,1000,0,AMD,Others,10.447907320733034
Apple,Ultrabook,8,1.37,0,1,226.98300468106115,Intel Core i5,0,256,Intel,Mac,11.473100972779063
Acer,2 in 1 Convertible,4,1.25,1,1,135.0942111925629,Other Intel Processor,0,0,Intel,Others,9.91309723131456
HP,Notebook,8,1.94,0,0,111.93520355955212,Other Intel Processor,2000,0,Intel,Windows,9.93914036985058
HP,Notebook,4,1.86,0,0,141.21199808219862,AMD Processor,0,256,AMD,Windows,9.963243430044656
Dell,Notebook,4,2.18,0,0,141.21199808219862,Intel Core i5,1000,0,Intel,Windows,10.463245044716745
HP,2 in 1 Convertible,8,1.48,1,0,220.84282406840083,Intel Core i7,0,512,Intel,Windows,11.596756189041978
Lenovo,Notebook,4,2.2,0,0,141.21199808219862,Other Intel Processor,0,128,Intel,Windows,9.83063294843456
MSI,Gaming,16,3.78,0,0,127.33567457123112,Intel Core i7,1000,256,Nvidia,Windows,11.758368289071829
Toshiba,Ultrabook,16,1.47,0,1,157.3505121487356,Intel Core i7,0,512,Nvidia,Windows,11.45090026279887
Toshiba,Notebook,4,2.0,0,0,100.45466986113652,Intel Core i3,500,0,Intel,Windows,10.481345086360362
MSI,Gaming,16,3.78,0,1,127.33567457123112,Intel Core i7,1000,256,Nvidia,Windows,11.318754369272693
Lenovo,Notebook,4,1.7,0,0,157.3505121487356,Intel Core i5,0,256,Intel,Windows,10.525211768465944
Asus,Gaming,8,2.5,0,0,141.21199808219862,Intel Core i7,1000,128,Nvidia,Windows,11.118388427393754
Lenovo,Notebook,12,2.2,0,0,141.21199808219862,AMD Processor,2000,0,AMD,Windows,10.776844060703754
HP,Notebook,4,2.1,0,0,141.21199808219862,Intel Core i3,1000,128,AMD,Windows,10.188167121983652
Acer,Notebook,8,2.23,0,0,141.21199808219862,AMD Processor,0,256,AMD,Windows,10.126163794678414
Acer,Notebook,4,2.1,0,0,100.45466986113652,Intel Core i3,1000,0,Intel,Windows,10.078119620845705
Acer,Notebook,4,2.1,0,0,100.45466986113652,AMD Processor,0,256,AMD,Windows,10.087028365734811
Lenovo,Gaming,8,2.4,0,1,141.21199808219862,Intel Core i5,1000,128,Nvidia,Others,10.872255357854844
Lenovo,Notebook,4,2.05,0,0,141.21199808219862,Intel Core i5,500,0,Intel,Windows,10.50497986449436
Asus,2 in 1 Convertible,4,1.2,1,0,176.23257360658386,Other Intel Processor,0,0,Intel,Others,10.481345086360362
MSI,Gaming,8,2.7,0,0,127.33567457123112,Intel Core i7,1000,128,Nvidia,Windows,11.27992228688911
Lenovo,2 in 1 Convertible,4,0.69,1,1,224.1738090785728,Other Intel Processor,0,0,Intel,Others,9.74075212901698
Lenovo,2 in 1 Convertible,8,1.8,1,1,157.3505121487356,Intel Core i7,0,256,Intel,Windows,11.395540949893968
Dell,Notebook,8,2.2,0,0,141.21199808219862,Intel Core i5,1000,128,AMD,Windows,10.55342238395318
Dell,Notebook,8,2.0,0,0,141.21199808219862,Intel Core i3,0,256,AMD,Windows,10.580858947180335
Lenovo,Notebook,8,1.7,0,0,157.3505121487356,Intel Core i5,0,256,Intel,Windows,11.053902605789805
HP,Workstation,8,2.6,0,0,141.21199808219862,Intel Core i7,0,256,Nvidia,Windows,11.436206670969892
Dell,Ultrabook,8,1.26,1,0,176.23257360658386,Intel Core i5,0,256,Intel,Windows,11.421778496562451
Lenovo,Gaming,8,2.4,0,1,141.21199808219862,Intel Core i7,0,256,Nvidia,Others,10.742904151497523
HP,2 in 1 Convertible,8,1.29,1,1,331.2642361026012,Intel Core i7,0,512,Intel,Windows,11.575963360732532
Asus,Notebook,4,1.65,0,0,111.1413368676404,Other Intel Processor,0,0,Intel,Windows,9.827763506006608
MSI,Gaming,8,2.2,0,0,141.21199808219862,Intel Core i7,1000,128,Nvidia,Windows,11.058781074545012
Lenovo,Ultrabook,16,1.13,0,1,209.8006828649808,Intel Core i7,0,1000,Intel,Windows,11.84839720125786
HP,Ultrabook,8,1.26,0,0,176.23257360658386,Intel Core i5,0,256,Intel,Windows,11.064804181259648
Lenovo,Notebook,8,2.3,0,1,141.21199808219862,Intel Core i7,0,256,Intel,Windows,11.307930232161196
HP,Notebook,8,1.48,0,0,157.3505121487356,Intel Core i7,0,256,Intel,Windows,11.13950771057468
Dell,Ultrabook,8,1.22,1,1,165.6321180513006,Intel Core i5,0,128,Intel,Windows,10.862092668762644
Lenovo,2 in 1 Convertible,8,1.19,1,1,165.6321180513006,Intel Core i7,0,512,Intel,Windows,11.288114524334732
Lenovo,Notebook,4,1.44,0,0,111.93520355955212,Other Intel Processor,0,0,Intel,Windows,9.49301392269684
Lenovo,Ultrabook,8,1.13,0,1,157.3505121487356,Intel Core i5,0,0,Intel,Windows,11.511924964636645
Dell,2 in 1 Convertible,16,1.22,1,0,165.6321180513006,Intel Core i7,0,256,Intel,Windows,11.383485348791732
Lenovo,Notebook,8,1.44,0,0,165.6321180513006,Intel Core i5,0,256,Intel,Windows,10.83096982484206
Dell,Notebook,4,1.76,0,0,111.93520355955212,Intel Core i3,500,0,Intel,Windows,10.34717287346399
Dell,Notebook,8,2.5,0,0,100.45466986113652,Intel Core i5,1000,0,AMD,Windows,10.639970046582542
Dell,Ultrabook,8,1.36,0,0,157.3505121487356,Intel Core i7,0,512,Intel,Windows,11.402110098629436
Dell,Notebook,4,2.18,0,0,100.45466986113652,Intel Core i5,1000,0,AMD,Windows,10.504965265847654
HP,Netbook,4,1.23,0,0,135.0942111925629,Other Intel Processor,0,0,Intel,Others,9.928804360519916
Toshiba,Ultrabook,8,1.2,0,0,117.82653006268644,Intel Core i5,0,256,Intel,Windows,10.974070668482735
HP,Notebook,4,1.86,0,0,141.21199808219862,Other Intel Processor,0,256,Intel,Windows,9.964497380151284
Dell,Gaming,16,4.42,0,1,282.42399616439724,Intel Core i7,1000,256,Nvidia,Windows,11.937276356672394
Acer,Notebook,4,2.23,0,0,141.21199808219862,Intel Core i5,1000,0,Nvidia,Windows,10.398807989765654
HP,Ultrabook,4,1.26,0,0,176.23257360658386,Intel Core i5,500,0,Intel,Windows,11.314449160071012
HP,Notebook,4,1.86,0,0,100.45466986113652,Intel Core i5,1000,0,Intel,Windows,10.167289367847482
Dell,Notebook,8,2.3,0,0,100.45466986113652,Intel Core i3,1000,0,Intel,Windows,10.104611236292678
Dell,Notebook,8,2.2,0,0,141.21199808219862,Intel Core i7,2000,128,AMD,Windows,10.868202667404224
HP,Gaming,12,3.74,0,1,127.33567457123112,Intel Core i7,1000,0,AMD,Windows,11.442360501250736
HP,Notebook,4,1.86,0,0,100.45466986113652,AMD Processor,500,0,AMD,Windows,9.669293165034832
HP,Ultrabook,16,1.3,0,1,331.2642361026012,Intel Core i7,0,512,Intel,Windows,11.600668174471034
HP,Notebook,2,1.44,0,0,111.93520355955212,Other Intel Processor,0,0,Intel,Windows,9.49301392269684
Lenovo,Ultrabook,16,1.7,0,0,157.3505121487356,Intel Core i7,0,512,Intel,Windows,11.715790550995315
Dell,Notebook,4,2.29,0,0,100.45466986113652,Intel Core i3,500,0,Intel,Windows,10.169966417336806
Asus,Ultrabook,16,0.91,0,0,176.23257360658386,Intel Core i7,0,512,Intel,Windows,11.551145677789926
HP,Ultrabook,4,1.48,0,0,157.3505121487356,Intel Core i5,0,256,Intel,Windows,10.96212748563856
Lenovo,2 in 1 Convertible,8,1.37,1,1,165.6321180513006,Intel Core i7,0,256,Intel,Windows,11.44716312967751
Lenovo,Ultrabook,8,1.36,0,1,176.23257360658386,Intel Core i5,0,256,Intel,Windows,11.448630114264333
Lenovo,Notebook,4,2.2,0,0,141.21199808219862,Intel Core i5,500,0,Intel,Windows,10.25782777312814
Lenovo,Ultrabook,8,1.96,0,1,157.3505121487356,Intel Core i7,0,256,Nvidia,Windows,11.526747893528285
Acer,Notebook,4,2.23,0,0,100.45466986113652,Intel Core i5,500,0,Intel,Windows,10.403666298916727
Asus,Ultrabook,8,1.7,0,0,141.21199808219862,Intel Core i5,0,256,Nvidia,Windows,10.860047678274915
Lenovo,Notebook,8,2.2,0,0,141.21199808219862,Intel Core i7,1000,0,Nvidia,Windows,10.776844060703754
Asus,Gaming,16,4.3,0,1,127.33567457123112,Intel Core i7,1000,512,Nvidia,Windows,11.648784147353842
Dell,Gaming,16,3.49,0,0,141.21199808219862,Intel Core i7,1000,256,Nvidia,Windows,11.917834418453076
Lenovo,Ultrabook,8,0.99,1,1,234.9767648087785,Other Intel Processor,0,512,Intel,Windows,11.219074000897615
HP,Notebook,8,2.04,0,0,141.21199808219862,Intel Core i5,1000,0,Intel,Windows,10.667644768738764
